date,CTL,T,CSCO,FCX,XL,IVZ,AMT,WHR,IR,WFT,YUM,CVS,GD,TYC,EL,MUR,CTAS,CBSA,SNV,CAM,DLTR,CAH,DTE,SSP,PSA,EXC,TKR,CMA,ORCL,MS,RSG,ACAS,AGN,MMM,ETFC,CAR,MDR,NOV,PCH,BAX,JCI,SWK,DVN,TMO,PEP,LNC,EMR,MLM,CCI,NU,Market,,,,,,
200706,-0.7487,0.387,3.4547,5.2351,3.8131,7.4844,-2.7327,-0.403,6.7991,1.6562,-3.3668,-5.4229,-2.5174,1.289,-3.7844,0.7458,2.7894,0.3009,-6.5185,0.8039001,2.9307,-2.3461,-7.8101,0.1534,-13.6089,-6.9231,2.7019,-4.3291,1.7028,-1.3641,1.5413,-10.3242,-7.4279,-1.3301,-7.7662,-6.0165,6.5641,10.3653,-1.6674,-0.585,5.8341,-3.5268,2.149,-5.2747,-4.5441,-2.1379,-3.4056,4.2331,-1.4938,-6.741199,-1.4754,,,,,,
200707,-6.4832,-4.7831,3.8061,13.8523,-7.6284,-2.5532,-0.8095,-8.1745,-8.2087,0.1629,-1.6198,-3.2922,0.8054,-10.3396,-1.0767,4.3742,-7.2787,-5.0105,-8.925099,9.1367,-12.147,-6.9507,-3.8158,-10.3305,-8.760699,-3.3747,-7.5048,-11.4512,-2.9934,-8.7935,4.2755,-10.7008,0.8501,2.4542,-16.1612,-9.708099,-0.2166,15.2245,1.4866,-6.638299,-2.2631,-8.8468,-4.7005,0.9474,1.1874,-14.4256,0.5769,-15.4425,-0.0551,-3.5966,-3.1758,,,,,,
200708,4.7417,1.8131,10.4116,-6.9802,-2.132,-1.9849,-4.8968,-5.1611,3.5572,5.5124,2.1223,7.4737,0,-6.6187,-7.6188,-1.4708,0.2462,-0.6317,-1.216,4.8333,13.5651,4.0316,3.0832,0.659,8.1181,1.3685,6.976,5.9248,6.0669,-2.3485,-2.6917,8.7437,3.3201,2.8677,-15.8747,-9.5832,15.7343,6.569,4.2115,4.1065,-0.0442,2.5483,0.9382,3.869,3.6727,0.9284,5.1466,-1.208,1.4069,1.8654,1.1631,,,,,,
200709,-3.6682,6.1199,3.7904,19.984,4.4357,11.2353,9.894,-7.582201,4.8912,15.0737,3.3924,4.7858,7.5229,0.7473,2.0918,14.6866,1.2278,0.9536,2.2991,12.8654,-6.6974,-8.379601,2.4263,2.1898,4.4471,6.6365,4.4713,-6.92,6.7554,1.0101,5.7575,5.7157,7.4321,2.8465,-16.2388,-1.3787,12.6784,12.8906,-0.0222,3.0816,4.7215,-0.5287,10.6626,6.4356,8.239,8.360701,8.104799,-1.0741,10.5278,3.3273,4.0849,,,,,,
200710,-4.6949,-0.39,-0.211,12.4917,-9.154,12.3077,1.4699,-11.1336,-7.5638,-3.379,19.4797,5.2738,8.0265,-7.1493,3.3914,5.3513,-1.3747,-8.7909,-6.025,5.4936,-5.5254,8.7958,2.3947,7.1667,2.9498,9.8461,-10.4711,-8.9704,2.4018,7.1905,4.5246,1.5914,4.8239,-7.7153,-14.636,-8.8248,12.9068,1.3702,5.8406,6.6276,11.049,2.5298,12.2596,1.8884,0.6279,-4.8583,-1.785,-3.1449,1.0829,7.9104,2.5833,,,,,,
200711,-3.076,-8.5666,-15.245,-15.933,-18.6518,-14.3836,3.0783,2.7911,2.9196,-3.528,-7.7477,-3.7686,-2.3967,-2.5261,2.2323,-2.611,-12.5717,-3.6186,-5.5766,-4.242,-25.1697,-10.9951,-1.1089,-3.1548,-4.4831,-1.5342,-3.6079,-1.928,-8.9761,-21.6176,-2.9833,-13.361,-0.7251,-3.0338,-58.7074,-27.9828,-14.3465,-6.9497,-3.6718,-0.2333,-11.6651,-9.383101,-11.3383,-1.9895,4.6934,-1.2827,9.6614,4.2868,2.1427,3.0814,-4.922,,,,,,
200712,-2.7446,8.7673,-3.3908,3.548,-13.3948,19.5429,-6.4559,0.8275999,-10.0116,9.5497,3.0148,-0.8480999,0.2365,-0.8223,-1.6043,18.6242,5.0953,-2.5501,-2.4307,3.25,-9.5604,-4.4261,-9.296599,3.5903,-4.435,0.7031,3.0103,-3.5168,11.893,0.7398,-4.9744,-9.7049,-4.1766,1.2731,-22.8261,-13.5063,12.8681,7.7916,-2.0911,-2.6766,-6.3439,-6.443,7.5353,0.0694,-1.1726,-5.441,-0.6314,-1.4493,-0.8343,-0.855,-0.4434,,,,,,
200801,-11.1915,-6.4244,-9.4936,-12.8685,-10.5546,-13.2569,-12.1361,4.4837,-15.0204,-10,-10.3475,-1.9623,-4.6859,-1.0088,-3.1873,-13.4724,-2.3795,-5.7196,20.8537,-17.058,8.0633,0.4329,-3.0255,-9.5312,6.4705,-6.7859,-7.9756,0.0689,-8.990299,-6.5901,-4.3062,6.7051,4.4209,-5.5384,40,2.6923,-20.2101,-18.0506,-3.3978,4.3239,-2.1643,5.9406,-4.3415,-10.7316,-10.3426,-6.2092,-10.3777,-7.0287,-13.1731,-11.2424,-6.2147,,,,,,
200802,-1.711,-9.509,-0.449,13.5555,-19.8667,-5.9148,2.6984,-0.5745,6.4573,11.6294,0.8489,3.778,-3.1705,2.0637,0.8527001,9.75,-10.908,-8.6043,-12.519,6.4128,-4.2128,1.9655,-6.6151,2.9224,4.0942,-0.9855,0.2316,-16.8044,-8.5158,-14.6332,1.7667,3.1845,-11.6279,-0.9416,-14.0845,-14.382,10.8705,3.4884,-3.8668,-2.5429,-6.8066,-5.4907,20.776,8.623,2.2189,-5.6837,0.9453,-12.4392,-0.0831,-7.9885,-2.1664,,,,,,
200803,-7.9649,9.9627,-1.23,-4.6004,-16.9995,-4.0219,2.0031,2.8565,6.4979,5.1509,8.0116,0.3219,1.8571,10.3345,7.6797,2.1896,-0.8339,-3.0702,-2.6019,-1.9774,2.8327,-11.0078,-0.9797,0.5746,9.599299,8.5772,-1.3608,-1.3797,4.0426,8.4995,-3.6685,-3.0863,-4.7949,0.9566,-9.6019,-7.0866,4.9789,-6.2921,1.2358,-1.6647,3.2562,-1.2567,1.7231,1.627,4.3344,1.7413,0.9812,-1.329,-4.4334,-3.2716,-1.042,,,,,,
200804,-2.3767,2.1149,6.4342,18.6734,18.0711,5.2956,10.7371,-16.1327,-0.4486,11.315,9.728601,-0.1975,8.876101,6.2202,-0.5234,9.983,3.7491,4.6606,7.0524,18.2277,14.5343,-0.8379,3.6513,6.9031,2.3471,5.1803,21.6353,-0.9977,6.5951,6.9365,8.720901,-7.055,-0.0355,-2.8427,3.1088,25.0471,-2.2619,17.2491,8.5777,7.7828,4.3195,1.302,8.6936,1.8121,-5.0831,4.1827,1.5546,3.0235,12.6413,7.2535,5.1105,,,,,,
200805,9.121699,3.0741,4.2122,1.7231,0.0573,8.888901,5.2971,1.8274,-0.3605,13.1276,-2.409,5.9946,1.9133,-3.4195,4.3631,2.7646,-0.304,-5.7501,-2.9561,8.1251,16.7722,8.584599,9.7494,5.1882,-2.8335,3.533,1.7981,7.054399,9.5444,-8.9918,3.586,0.7874,2.3062,1.5084,3.0151,4.8193,15.7708,21.7239,9.0158,-1.9576,-3.4033,0.7048,2.2399,1.9872,-0.3356,2.6042,11.902,6.9985,9.3694,-0.038,2.3841,,,,,,
200806,0.699,-15.5639,-12.9491,1.2791,-40.0172,-13.834,-7.5897,-16.2188,-15.0091,8.6785,-11.6121,-7.5251,-8.6272,-11.0644,-2.416,5.8284,-10.1965,-9.5216,-22.5413,3.9827,-11.4092,-8.524899,-2.8707,-11.8047,-7.7045,2.2273,-10.0737,-29.2899,-8.056,-18.449,-9.2924,-22.5,-9.6668,-10.2759,-23.4146,-39.8707,-0.2257,6.481,-6.6612,5.0041,-15.414,-7.0811,3.7778,-5.5744,-6.2738,-17.839,-15.0052,-11.2263,-8.8491,-2.2214,-7.8433,,,,,,
200807,6.2728,-7.3612,-5.46,-17.0684,-12.9864,-2.8774,-0.8284,22.6308,-3.8205,-23.9161,2.6218,-7.584,6.2827,11.2887,-5.0592,-18.6843,7.2803,-15.9138,8.9347,-13.7127,14.714,4.1683,-3.4401,-21.1159,1.3616,-12.6056,0.2429,12.0562,2.5238,10.2024,9.4276,-14.5141,-0.2305,1.1496,-3.8217,-27.1207,-22.9763,-11.3729,4.344,7.3037,5.1604,-0.7807,-21.0303,8.595,4.6705,6.1673,-1.5167,1.3322,-1.3684,-1.4493,-1.3328,,,,,,
200808,3.872,3.8299,9.3679,-7.6796,12.3533,10.4766,-1.3604,8.0449,3.0833,2.2529,-0.3908,0.274,3.545,-3.7702,12.8571,-1.1915,8.298201,0.4884,-3.2597,-2.4497,2.2933,2.3264,2.8795,7.2254,7.852,-2.7474,-1.5748,-2.1936,1.8579,3.4195,1.1385,6.9882,7.6834,2.4293,5.9603,24.918,-27.145,-6.2317,0.2577,-1.2389,2.5199,7.8013,7.5456,0.0661,2.8846,6.4151,-3.2854,7.9356,-2.0942,7.7206,1.0564,,,,,,
200809,-3.3135,-12.7227,-6.1954,-36.3524,-9.801001,-18.1428,-12.9688,-2.5442,-15.5971,-34.8367,-8.6043,-8.032801,-20.2384,-17.8638,0.2813,-18.3242,-6.7857,-9.6356,13.1522,-17.2784,-5.2138,-10.1128,-3.5816,-2.751,12.7265,-17.5619,-12.2834,19.0815,-7.3871,-43.6689,-8.2142,17.3413,-7.8217,-4.595,-12.5,-24.6719,-26.4325,-31.8731,-0.6425,-2.8225,-1.4877,-12.2836,-10.4753,-9.181001,4.6948,-15.6619,-12.8419,-0.8149,-22.5401,-4.6114,-9.8007,,,,,,
200810,-31.487,-2.6862,-21.2323,-48.0035,-45.9309,-28.9323,-10.1751,-41.1653,-40.8085,-32.856,-10.4569,-8.7374,-17.5903,-27.8127,-27.79,-21.0477,-17.4504,-32.8093,-0.1932,-37.0524,4.5655,-22.4838,-12.014,-34.2291,-17.6851,-13.3823,-43.9859,-15.8585,-9.9458,-22.8696,-20.9473,-40.8075,-22.9709,-5.8703,-35,-71.4286,-32.955,-40.4937,-28.4113,-7.8318,-41.543,-21.5621,-11.3377,-26.1818,-20.0084,-58.7596,-19.7597,-30.0054,-26.9244,-12.0468,-18.4603,,,,,,
200811,8.562301,6.6866,-6.9218,-17.4467,-48.1443,-15.1576,-15.6917,-14.6624,-14.0379,-24.3483,-7.1355,-5.6117,-14.3402,-17.326,-21.0599,-12.5197,1.3502,-32.0448,-19.4579,-13.0256,11.2309,-14.8691,5.3541,-36.9892,-14.2454,4.5999,-7.4937,-18.2675,-12.0284,-15.5695,1.2658,-69.82211,-4.8903,4.8678,-25.8242,-53.6585,-43.0823,-5.353,-19.6627,-12.5475,-0.3948,-2.9017,-10.5367,-12.1182,-0.5438,-20.3596,10.663,12.3246,-33.538,4.2221,-8.4615,,,,,,
200812,2.8991,-0.2101,-1.451,1.8758,-22.664,15.0598,7.6358,5.0025,10.6505,-15.2702,16.9265,-0.6568,11.4573,4.3062,10.9677,0.681,-3.2889,27.3952,0.4808,-2.8436,-1.4188,6.4268,-2.662,-24.5734,15.3956,-1.0674,35.286,-10.51,10.1927,8.7458,4.0833,-23.5849,7.0064,-14.0296,-14.8148,-7.8947,1.3333,-13.6091,16.2728,1.7958,3.5674,8.273001,-8.9439,-4.5123,-2.6543,37.2178,2.0061,10.7713,24.9467,3.2618,2.2148,,,,,,
200901,-0.6952,-12.1754,-8.1595,2.8642,-21.6216,-18.3518,3.4789,-19.1536,-6.5706,1.9409,-8.5397,-6.2065,-0.8856,-2.6852,-15.2132,-0.3833,-2.0663,-29.8544,-52.2892,12.9756,2.4466,9.2254,-3.2801,-27.1493,-22.1761,-2.4995,-24.1467,-16.0705,-5.0761,27.8055,4.3163,-11.7284,-5.4564,-6.5172,-0.8696,-1.4286,4.9595,8.1833,-3.1526,9.4421,-31.1123,-8.3284,-6.2548,5.4594,-8.2892,-18.5775,-10.6801,-17.0581,11.0353,-1.0806,-7.7324,,,,,,
200902,-2.9845,-3.4525,-2.672,21.0024,14.1379,-2.2053,-4.0211,-32.2166,-11.4127,-3.2638,-8.1761,-4.2411,-22.7569,-4.6147,-13.7143,-4.7985,-8.7472,-25.2595,-12.1212,-16.753,-9.1079,-13.8114,-22.4058,-29.1925,-10.3281,-11.9421,-16.9913,-9.904,-7.6649,-3.4108,-23.0472,-52.7972,1.7576,-14.538,-29.8246,-42.029,13.6933,1.0968,-9.607,-13.1969,-9.0328,-14.3954,-29.1071,0.9184,-4.1609,-43.2254,-17.1865,-4.4213,-10.1434,-6.9433,-10.0212,,,,,,
200903,9.4569,6.016,15.0995,25.2794,67.9758,21.2598,4.4986,33.1084,-2.6798,3.7488,4.5662,6.7988,-5.089,-2.4439,8.83,7.0796,21.8334,-8.1019,-6.3218,13.7448,14.7604,-2.5578,5.4539,18.4211,0.5768,-3.8755,14.6141,22.3184,16.2806,16.5302,-12.8643,38.5185,23.2834,9.3709,55,127.5,13.5708,7.4074,4.0843,1.1196,6.5905,10.0149,2.7021,-1.6271,7.8209,-22.1187,6.8411,3.5789,16.3626,-1.4605,8.669,,,,,,
200904,-3.4495,3.2937,15.2057,11.9129,74.1758,6.2049,4.3707,52.6191,57.7536,50.2258,22.0524,15.8831,25.1503,22.5266,21.2982,6.5669,3.8026,81.6326,-0.6154,16.6439,-4.9607,7.338,6.7509,45.9259,21.0136,1.6303,15.1862,14.5822,7.3049,4.1136,22.449,65.2406,-2.3032,15.8487,15.3226,129.6703,20.5377,5.4685,26.8219,-5.3104,58.4167,30.5975,16.0215,-1.654,-3.3411,68.1614,19.1043,5.9647,20.1372,-2.6401,10.9359,,,,,,
200905,13.628,-3.2397,-4.2443,27.6202,6.4143,7.0143,0.3463,-5.7352,-6.2471,24.4739,3.8381,-6.2303,10.1219,16.2037,10.6355,24.2088,-9.2362,5.0562,1.2384,22.0876,5.7393,5.8005,2.2996,-1.0152,-0.3739,5.2135,5.7214,3.3365,1.2927,28.2572,8.5238,-11.0032,-5.315,0.0174,0.6993,129.6651,36.1214,27.5429,-9.2486,5.5464,4.8396,-6.1267,21.9672,10.9179,4.6021,68.5943,-4.7591,-3.0465,-1.0604,0.0357,6.7789,,,,,,
200906,1.7828,0.2017,0.8108,-7.9368,14.2292,13.8658,-1.0668,0.9967,3.3119,-5.5073,-3.7251,6.9463,-1.9859,-5.9037,-1.2394,-7.9478,-1.9322,-6.1497,-8.256901,-9.382,-5.9638,-14.0559,7.5372,7.1795,-0.8707,6.6653,1.0053,-2.214,9.3415,-5.9697,7.9421,55.6364,7.817801,5.2539,-10.4167,17.7083,-7.5558,-15.4324,-7.2192,3.9656,9.633699,-4.3137,-13.5674,4.7803,6.4553,-9.1821,0.966,-2.6881,-0.9893,7.3112,-0.3098,,,,,,
200907,2.2476,7.2464,18.0161,20.3353,22.8621,10.8305,8.1192,34.14,38.1818,-4.09,6.9286,5.291,0,17.1463,11.5396,7.1429,10.2452,17.7905,17.3913,10.3534,9.5487,9.0016,7.6875,92.3445,10.8277,-0.6835,19.3208,12.7187,3.5481,0.1403,8.9717,12.4611,12.2951,17.3378,16.2791,51.3274,-3.7912,10.0429,23.837,6.4388,19.1529,18.6466,6.5872,11.0621,3.2569,23.1842,12.2839,9.1151,19.6503,3.1376,8.171901,,,,,,
200908,2.676,-0.6862,-1.8628,4.4444,23.2244,5.5823,-7.1575,13.2247,7.2022,6.3433,-3.4123,12.0669,6.8604,4.8643,-1.6191,-1.6323,8.9754,25.944,5.4131,14.3452,8.282701,3.8439,0.9286,73.1343,-2.7835,-0.6193,4.0236,11.8708,-1.1297,1.614,-3.7218,-31.3019,4.7539,2.9637,17.3333,13.8012,21.5967,1.1408,-1.5894,0.9757,-4.289,1.9427,5.6636,-0.1546,-0.141,19.1128,2.254,2.2191,-6.541399,4.422,3.1459,,,,,,
200909,6.4226,3.6852,8.9815,8.9393,1.2104,9.6867,15.0079,8.955,-0.7122,3.9098,-1.4307,-4.7441,9.1401,8.804,3.431,1,10.4592,17.118,1.6216,5.9087,-2.523,8.9185,2.5589,7.7586,7.4273,-0.7997,10.9901,11.4361,-4.7532,6.6298,4.4904,30.2419,1.5021,2.3578,-0.5682,37.3073,6.3552,18.652,-2.2337,0.6149,3.7142,5.1063,9.9544,-3.4063,4.3056,2.6545,8.7063,5.1267,16.7535,-0.2102,4.5222,,,,,,
200910,-3.3929,-3.4432,-3.1011,6.9232,-6.0137,-7.0738,1.1538,2.3299,2.9997,-15.4366,-1.7772,-1.0178,-2.3529,-2.0412,14.617,6.2011,-8.644,-2.1559,-40.8,-2.2475,-7.2925,5.7463,5.2362,-15.2,-2.1797,-5.3607,-5.9752,-6.4712,1.4875,4.1775,-2.484,-17.0279,-0.8985,-0.3117,-16.5714,-37.1257,-12.0301,-4.9617,-1.8981,-5.1745,-6.4163,5.9499,-3.8913,3.0456,3.222,-7.9892,-5.8134,-9.5036,-3.6352,-2.9065,-2.7993,,,,,,
200911,11.7991,4.9474,2.5866,12.8681,11.5783,5.6856,11.1352,4.1905,12.1874,-4.7347,7.041,-12.153,5.1037,6.9151,11.4824,-7.3602,1.4446,9.0678,-12.1622,2.2451,8.5088,13.7262,8.464,-0.9434,8.125,3.7159,12.3922,2.5946,4.6445,-1.6812,8.8383,9.7015,3.4311,5.9535,12.3288,16.0714,-5.803,7.636,5.4819,0.9064,13.0853,7.3845,4.0797,4.9556,2.7581,-3.8607,10.5828,2.8445,21.4097,5.6291,5.7098,,,,,,
200912,1.7421,4.046,2.3077,-3.0314,0.6554,5.573,5.5963,8.7648,1.0461,7.2455,-0.8506,3.8697,3.4446,-0.5297,3.2671,-3.8837,-7.1912,9.712501,5.641,10.582,-1.3682,0.574,9.997499,10.4762,3.041,1.4321,-3.8914,4.0393,11.096,-6.2698,1.0638,-17.0068,8.395,6.7536,7.3171,34.5641,14.6609,2.4872,10.0204,8.1027,1.183,6.732501,9.369,0.974,-1.559,8.5989,2.8737,4.8306,6.405,6.968101,2.8419,,,,,,
201001,-6.0757,-8.0271,-6.1404,-16.7518,-8.5106,-17.8374,-1.7588,-6.794,-9.177401,-12.4511,-1.5728,0.7684,-1.3789,-0.0732,8.602099,-5.7565,-3.6824,-7.9602,34.6341,-9.9043,2.5259,2.5744,-3.5559,-2.2988,-2.787,-6.650301,-5.4829,16.7061,-5.7888,-9.3581,-5.3691,51.2295,-8.744599,-2.637,-13.6364,-17.5305,-1.6243,-7.2352,-3.7014,-1.8575,2.1659,-0.5048,-8.966,-3.2292,-1.9408,-1.1656,-2.4883,-11.4417,-5.3791,-1.8224,-3.7096,,,,,,
201002,0.7645,-2.1688,8.2777,12.7006,8.9445,2.0855,0.4947,12.5166,-1.4787,6.4413,-1.4323,4.2632,8.5266,1.7782,14.4897,2.0948,0.6372,0.7722,3.2609,9.214,12.5606,2.7215,3.2826,12.0588,3.8015,-3.9347,17.4476,4.5494,6.8951,5.2278,5.0392,16.5312,1.7043,0.2298,5.9211,-2.7726,-3.26,6.2836,7.557,-1.146,11.7499,11.7073,2.9144,5.6771,4.7803,2.441,14.7689,0.5557,2.3281,2.1179,3.4775,,,,,,
201003,5.588,4.1516,6.9873,11.1495,3.9956,11.7857,-0.1172,3.6716,9.2761,-4.973,13.6714,8.3259,6.4094,6.0732,7.8829,8.2659,13.3522,7.2031,15.7895,4.2062,6.2433,6.5793,3.9383,10.8924,12.7144,1.1778,14.411,5.571,4.3002,3.939,3.8024,18.1395,11.7919,4.267,2.6398,9.3156,17.8118,-6.4182,7.662,2.7402,6.4952,0.8559,-6.201,5.4747,6.6272,21.9222,6.3371,5.4658,1.1376,7.9687,6.3605,,,,,,
201004,-3.8071,2.4768,3.4575,-9.4087,-5.8201,4.9293,-4.2244,24.7794,6.051,14.1866,11.2184,1.224,-0.544,1.4118,1.6186,7.0475,-2.9893,16.4275,-8.5106,-7.9328,2.5329,-3.7191,8.0045,29.4675,5.3484,-0.5022,17.2276,10.4101,0.8071,3.3458,6.9263,20.6693,-2.4954,6.1027,2.2693,31.4783,1.8202,8.5017,6.9064,-18.866,1.8187,8.256399,4.501,7.465,-1.4208,-0.3257,3.7545,14.7576,-0.994,0.5427,2.0043,,,,,,
201005,0.645,-6.7536,-13.9993,-7.2554,-1.0674,-18.7908,-0.6861,-3.6741,0.8924,-22.032,-3.4653,-6.2026,-11.0791,-6.2104,-11.605,-10.8396,-4.6222,-9.8583,-1.6611,-8.2615,3.0797,-0.5765,-5.5221,-19.287,-4.3546,-10.2432,-17.7942,-9.2857,-12.7477,-10.2912,-6.1553,-13.0506,-5.4169,-9.9639,-12.426,-21.627,-19.0806,-13.3999,-6.9941,-10.5676,-15.064,-9.7023,-5.1686,-5.8249,-3.5725,-13.5011,-10.4442,-2.7639,-2.1664,-5.699,-7.9137,,,,,,
201006,-0.8593,-0.4527,-7.9879,-15.5889,-8.5179,-9.3211,9.7952,-15.9134,-7.3707,-6.9405,-4.6642,-15.3335,-13.137,-2.6527,-4.359,-7.175,-7.8077,-10.9364,-13.8514,-10.1657,-0.2317,-1.9861,1.3843,-15.855,-4.2939,-1.6321,-9.725599,-3.2021,-4.918,-14.3858,2.7472,-9.5685,-3.2065,-0.4035,-20.1351,-17.1308,-2.3445,-13.0081,4.0184,-3.0784,-5.3628,-9.4461,-4.3383,-5.7818,-2.3215,-8.2011,-5.9216,-8.6024,0.6211,-1.8112,-5.0717,,,,,,
201007,6.9348,8.9706,8.259,21.495,10.7433,16.1022,3.9101,-5.1469,8.6112,23.2877,6.3268,4.971,4.5936,9.2479,11.6993,10.4945,10.388,15.8706,3.1496,21.7405,6.4617,-3.9869,1.2059,5.7874,11.6141,10.1659,29.3574,4.1542,10.3914,16.5015,7.1645,7.6763,4.806,8.2922,23.7733,25.6619,8.5411,18.4155,3.7224,7.7018,7.2199,14.8456,2.5772,-8.5423,6.4971,7.2458,13.3898,0.6957,6.0386,9.262199,7.0293,,,,,,
201008,1.516,4.202,-13.3723,0.629,1.0152,-6.6018,1.3408,-10.4562,-13.1607,-7.963,0.9685,-12.0886,-8.7837,-2.6123,-9.9277,-1.6712,-3.6659,-8.0452,-21.374,-7.0978,2.1491,-7.1584,1.4948,-13.3588,-0.1019,-1.3985,-2.32,-10.2972,-7.5931,-8.5217,-7.6271,-2.1195,0.6715,-7.5579,-15.2597,-26.094,4.8637,-3.907,-9.606,-2.7873,-7.9139,-7.5491,-3.5366,-6.1079,-1.1246,-10.2535,-5.1574,-13.8173,4.0749,4.9793,-4.2813,,,,,,
201009,11.1311,5.8084,9.5822,18.6137,21.4964,17.0342,9.3897,9.169399,9.9908,14.6881,10.4556,16.642,12.4217,-1.4753,12.7698,15.6087,8.0816,15.329,19.9029,16.8026,7.7034,10.9312,-0.7684,15.7122,-0.1836,4.5678,17.273,8.1081,22.9114,-0.0405,4.2813,14.3701,8.3198,10.3883,17.5237,27.7412,15.2886,18.4427,3.0149,12.8085,15.4542,14.2431,7.6642,13.6752,4.2692,2.3534,12.8832,5.1503,7.3687,2.0711,9.1517,,,,,,
201010,4.8657,1.1888,4.3836,11.3655,-2.3546,8.3373,0.6828,-6.3365,10.0812,-1.6959,8.141601,-3.98,9.1228,4.8602,12.5573,5.2326,-0.2904,6.8553,-12.1951,1.8389,5.2297,4.9939,1.8071,10.9137,2.2465,-4.1334,7.9771,-3.6878,9.6089,0.9724,-2.2302,20.1377,8.8381,-2.8716,-1.8531,-0.3433,4.3978,20.8905,0.1471,6.7491,15.1475,1.126,0.4325,7.3935,-1.7158,2.3829,4.2537,4.5602,-2.333,5.7829,3.8531,,,,,,
201011,3.8908,-2.5596,-16.1855,6.8833,-7.0449,-5,-2.0151,-3.165,4.2992,21.4158,1.0492,2.8875,-2.98,-1.0188,6.3229,4.0439,-0.8555,-0.8240001,-6.0185,9.9657,7.0941,2.5656,-4.7263,3.3181,-2.6406,-2.266,5.6012,1.9844,-7.9476,-1.6486,-5.6021,2.8653,-8.4105,0.3384,3.1469,14.4703,18.7946,14.0067,-6.9603,-4.6731,3.7585,-3.9374,8.5358,-1.0891,-1.026,-2.451,0.9381,5.5417,-3.6642,0.2438,0.5107,,,,,,
201012,9.0835,5.7215,5.5845,19.5124,11.4954,10.6716,2.1159,21.6849,15.0244,11.7099,-2.0567,12.1613,7.3687,9.3692,7.7149,10.4117,4.5429,13.2344,30.5419,5.4459,2.0564,8.2209,2.9854,12.4031,5.8178,5.7658,9.573,16.0318,15.733,11.2428,6.823,5.2925,3.6216,2.7626,8.4746,17.0805,12.8751,9.9037,4.3561,4.9022,5.2689,12.9011,11.478,8.8478,1.8258,16.4573,3.8133,9.1081,5.5128,2.508,6.715,,,,,,
201101,-6.3461,-4.8673,4.5477,-9.0266,5.0412,2.8263,-1.5105,-3.7487,0.2336,4.0351,-4.159,-1.2798,6.8489,8.7665,-0.2478,-11.0664,0.3577,3.9411,0,5.066,-9.8074,8.352901,2.0741,-10.5419,7.4542,2.0893,-1.4875,-9.5644,2.492,8.2323,3.282,8.0688,2.8251,1.8772,3.5,-11.054,0.435,9.8885,14.1321,-4.2078,0.4974,8.688499,12.9665,3.4501,-1.5613,3.8835,2.9911,-9.4753,-3.7874,3.2622,1.9157,,,,,,
